DDATETIME,RECID,CONTENTS
"2019-03-19 15:55:00",116086,"【深圳市天气提示】#周末有冷空气#20日多云间晴天，早晚有轻雾或雾，21-28℃；21日云量增多，偶有分散阵雨；22-25日降雨增多，其中22-23日部分时间有雷雨，并可能伴有7-8级短时大风，23-24日最低气温下降至17℃左右，天气清凉；26日起转多云。深圳市气象台2019年3月19日16时发布"
"2019-03-29 16:00:00",116526,"【深圳市天气提示】#周日至下周初有小到中雨天气明显转凉#30日阴天间多云，偶有分散小雨，气温22-26℃；受冷空气影响，31日-4月1日，有小到中雨，气温下降4-5℃，沿海和高地有6-7级阵风，明显转凉；4月2日起转多云可见阳光，气温回升。冷暖转换频繁，请注意做好疾病控制预防及宣传。 深圳市气象台2019年03月29日16时00分发布"
"2019-04-06 16:00:00",116886,"【深圳市天气提示】#假期末持续无雨能见度较低#我市7日多云，可见阳光，早晚有轻雾或雾，白天有轻微到轻度霾，气温22-29℃；8-10日多云为主，早晚有轻雾或雾，偶有分散阵雨，天气暖湿；11-13日天气不稳定，有阵雨或雷雨。目前全市火险预警生效中，祭扫踏青等需注意用火安全，严防火灾；能见度较低，注意交通安全和空气质量的变化影响。深圳市气象台2019年04月06日16时00分发布"
"2019-08-28 16:10:00",126066,"【深圳市天气提示】#“杨柳”趋向海南南部,28日夜间转雷阵雨#今年第12号台风“杨柳”（热带风暴级）未来向偏西方向移动，趋向海南南部沿海，29日距离我市最近距离500-600公里。受其外围环流影响，28日夜间我市转雷阵雨，沿海和高地有6-7级阵风，29-30日有间歇性降雨，雨量可达大雨，局部暴雨；受东南气流影响，31-1日还有明显降雨过程。台风白色预警生效中，请做好防范。深圳市气象台2019年08月28日16时10分发布"
"2019-05-21 15:50:00",119526,"【深圳市天气提示】#22-24日部分时间仍有降雨#22-24日多云间阴天，有阵雨或雷阵雨，22日气温24-29℃；25-27日多云，有短时阵雨或雷阵雨，天气炎热。请注意防范雷击灾害和降雨的不利影响。深圳市气象台2019年05月21日15时50分发布"
"2019-05-28 16:15:00",119906,"【深圳市天气提示】#未来2天我市仍有强降水#28日夜间至29日有大雨到暴雨，局部大暴雨，伴有短时强降雨和7级左右大风，29日23-26℃；30日有（雷）阵雨，局部暴雨；31-1日有阵雨，部分时间雨势稍大。需重点防御持续强降水引发的地质灾害、城市积涝等次生灾害。深圳市气象台2019年5月28日16时15分发布"
"2019-08-31 16:15:00",126226,"【深圳市天气提示】#未来5天多降雨#1-2日有（雷）阵雨，局部暴雨，1日气温25-31℃；3-4日有暴雨；1-3日沿海和海区有6-8级阵风；展望5-7日天气仍不稳定，局部有暴雨。近期多降雨，请注意防范短时强降水及大风的影响。深圳市气象台2019年08月31日16时15分发布"
"2019-09-01 09:50:00",126266,"【重大气象信息快报摘要】#南海低压未来2天趋向海南 后期路径多变#南海低压未来2天趋向海南，受多系统影响，后期路径多变，对我市影响时间长、变数大。预计未来一周我市（含深汕）多降雨，1-3日有局部暴雨，3天累计雨量30-50毫米，局部80毫米以上，沿海和海区阵风7-8级;4-6日有一次明显风雨过程。市气象台将于1日10时发布台风白色预警信号，并视情况发布台风蓝色预警。请关注我台最新台风信息，做好防风防雨措施。1日09时45分发布深圳市气象台2019年09月01日09时50分发布"
"2019-09-02 16:05:00",126446,"【深圳市天气提示】#本周我市有持续性强降水#南海热带低压上午已登陆海南，南海上热带扰动和西南季风仍十分活跃，本周我市有持续性强降水，累积雨量大。3日有雷阵雨，局部暴雨，气温25-30℃；4日有暴雨，5-7日有暴雨到大暴雨并伴有大风。请加强防范持续性强降雨引发的次生灾害。深圳市气象台2019年9月2日16时05分发布"
"2019-09-03 15:55:00",126527,"【深圳市天气提示】#本周我市持续多降雨#今年14号台风“剑鱼”（热带风暴级）3日凌晨生成，14时位于深圳西南方1040公里的越南境内，未来24小时在越南沿海徘徊，后期转向广东沿海。我市4-5日有雷阵雨局部暴雨，沿海和高地阵风6-7级；6-7日有一次暴雨降水过程。近期持续多降雨，地质灾害风险极高，请加强防范持续降雨引发的次生灾害。深圳市气象台2019年09月03日15时55分发布"
"2019-09-04 16:05:00",126646,"【深圳市天气提示】#5日仍有局部暴雨#受“剑鱼”减弱后低压槽影响，4日夜间至5日我市有大雨局部暴雨，沿海、海区和高地阵风6-7级；6日降雨减弱；7日起转多云，有短时阵雨，天气炎热。近期持续多降雨，各类地质灾害风险高，请重点防范持续降雨引发的次生灾害。深圳市气象台2019年09月04日16时05分发布"
"2019-08-09 16:00:00",124906,"【深圳市天气提示】#周末有雷阵雨，高温天气缓解#10日有（雷）阵雨，局部可达大雨，雷雨时可能伴有6-8级短时大风，气温27-33℃，高温天气缓解；11-16日多云到阴天，有阵雨或雷阵雨，部分时间雨势较大。需注意防范短时强降水、雷暴天气的影响。深圳市气象台2019年08月09日16时发布"
"2019-08-14 16:00:00",125126,"【深圳市天气提示】#15日持续炎热，16-18日有局部暴雨#15日天气炎热，有短时（雷）阵雨，最高气温33-34℃，中北部和人口密集区35℃或以上；16-18日有阵雨或雷阵雨，局部地区可达暴雨量级；19-20日天气炎热，有短时阵雨。需注意防暑降温及防范局地短时强降水和雷暴的影响。深圳市气象台2019年08月14日16时00分发布"
"2019-08-17 16:05:00",125266,"【深圳市天气提示】#未来2天仍有强降水#17日夜间至19日有雷阵雨，早晨和午后局部有暴雨，雨时伴有7-8级短时大风，18日气温26-31℃；20-21日降雨减弱，多云为主，午后有（雷）阵雨；22日起天气闷热。注意防御局地短时强降水、短时大风和雷暴及其造成的次生灾害。深圳市气象台2019年8月17日16时发布"
"2019-08-21 16:00:00",125467,"【深圳市天气提示】#未来3天天气闷热#22-24日多云间晴天，午后局部有短时（雷）阵雨，天气日趋闷热，22日气温27-33℃ ；25-26日多云转雷雨，部分时间雨势较大；27日起天气再趋闷热。请做好防暑降温工作，并注意防范午后局地突发性短时雷雨的影响 。深圳市气象台2019年08月21日16时00分发布"
"2019-08-22 16:00:00",125506,"【深圳市天气提示】#未来2天天气闷热#台风“白鹿” 未来趋向粤东至福建沿海，按目前路径预计对我市风雨影响不大。 23-24日晴天间多云，午后局部有短时（雷）阵雨，天气闷热，最高气温33-34℃ ，中北部和人口密集区35℃或以上；25-26日有雷阵雨，局部暴雨。请做好防暑降温工作，并注意短时雷雨的影响；“白鹿”目前距离我市较远，其路径和对我市风雨影响存在变数，请关注我台的最新信息 。深圳市气象台2019年08月22日16时发布"
"2019-08-23 16:00:00",125546,"【深圳市天气提示】# “白鹿”对我市有风雨影响#台风“白鹿”将于24日夜间到25日早晨在广东汕尾到福建漳州沿海登陆。24日晴天间多云，局部有（雷）阵雨，天气闷热，最高气温33-34℃ ，中北部和人口密集区35℃或以上；24日夜间到25日我市最大阵风6-7级，深汕区8级；25-26日有大雨到暴雨，深汕区有暴雨。台风白色预警信号生效中，请关注“白鹿”动态，提前做好防御 。深圳市气象台2019年08月23日16时00分发布"
"2019-08-25 16:20:00",125866,"【深圳市天气提示】#今天夜间到明天有大雨到暴雨，周二起渐趋闷热#“白鹿”已减弱为热带低压，25日14时位于广东梅州境内，强度继续减弱。今天夜间到明天早晨（周一）我市有大雨到暴雨，周一白天转阵雨，气温25-32℃；周二到周四（27-29日）多云间晴天，天气趋于闷热，周五到周六（30-31日）多降雨。请注意防范强降雨带来的城市内涝、山体滑坡等次生灾害。深圳市气象台2019年08月25日16时20分发布"
"2019-08-27 15:50:00",126026,"【深圳市天气提示】#28-29日天气闷热#28-29日多云间晴天，午后局地有短时热雷雨，最高气温34-36℃；30-31日有一次大雨局部暴雨过程，最大阵风6-7级。台风“杨柳”27日8时生成，27日14时位于深圳东南方1400公里的菲律宾以东洋面上，预计28日上午移入南海中部海面，强度缓慢加强，趋向海南东南部海面。请做好防暑降温和食品安全管理工作；“杨柳”路径、强度及对我市的风雨影响尚有不确定性，关注我台发布的最新预报预警信息。深圳市气象台2019年08月27日15时50分发布"
"2019-03-27 15:35:00",116426,"【深圳市天气提示】#28日持续暖湿，29日多云转雨#28日可见阳光，早晚有轻雾或雾，气温20-27℃；29日多云转阵雨；30-31日受冷空气影响，有阵雨或雷阵雨，气温明显下降，天气转凉，31日沿海和高地阵风7-8级；4月1日降雨结束转多云，天气清凉；2-3日可见阳光，气温回升。请关注雨雾低能见度对交通的影响和冷空气降温及沿海大风的影响。深圳市气象台2019年03月27日15时45分发布"
"2019-06-08 16:00:00",120626,"【深圳市天气提示】#9日天气持续炎热#9日多云，有（雷）阵雨局部大雨，雷雨时伴有7级左右短时阵风，最高气温32℃，中北部和人口密集区最高气温可达33-34℃；10日起我市降雨增多，并将进入新一轮龙舟水集中降雨时段。高温黄色预警信号生效中，请继续做好防暑降温、医疗、食品安全的保障工作。深圳市气象台2019年06月08日16时00分发布"
"2019-03-30 16:10:00",116586,"【深圳市天气提示】#明后两天有雨天气转凉#31日-4月1日阴天到多云，有小雨，气温下降，沿海和高地有6-7级阵风，天气转凉，31日气温21-24℃，冷暖转换频繁，请注意做好疾病控制预防及宣传；4月2日至清明假期多云为主，天气温暖，请加强野外用火安全管理。深圳市气象台2019年03月30日16时10分发布"
"2019-04-17 16:00:00",117526,"【深圳市天气提示】#18-20日降雨频密#18日阴天转小到中雨局部大雨，伴有短时雷暴，气温22-27℃；19-20日有中到大雨局部暴雨，并伴有雷暴和短时大风；21日降雨减弱；22-23日有短时阵雨，部分时间可见阳光。近期多降雨，地质灾害风险较高，请提前做好重点区域隐患排查。深圳市气象台2019年04月17日16时00分发布"
"2019-06-02 16:10:00",120206,"【深圳市天气提示】#下周初仍有大雨到暴雨，中后期天气炎热#周日夜间至周一有大雨到暴雨，气温25-30℃，周二至周三降雨减弱，有阵雨或雷雨，展望周四至周末，多云到晴天，有局地雷阵雨，天气炎热。近期强降雨频繁，地质灾害风险高，需加强防范；下周中后期天气炎热，注意防暑防晒。深圳市气象台2019年06月02日16时10分发布"
"2019-06-14 16:00:00",121146,"【深圳市天气提示】#周日转趋有短时（雷）阵雨的天气#15日多云到晴天，天气炎热，26-32℃；16-18日云量增多，有短时（雷）阵雨，17日部分时间雨势较大。虽然10日以来的持续强降水已结束，但地质灾害有滞后性，请继续做好相关防御工作。深圳市气象台2019年6月14日16时发布"
"2019-06-15 16:00:00",121186,"【深圳市天气提示】#16-17日有雷阵雨，炎热缓解#16日多云到阴天，有雷阵雨，气温26-32℃；17日有雷阵雨，局部雨势较大；18-20日多云，局部有雷阵雨，天气炎热。深圳市气象台2019年06月15日16时00分发布"
"2019-09-05 16:00:00",126688,"【深圳市天气提示】#降水趋于减弱转炎热天气#6日多云，有（雷）阵雨，气温26-32℃；7-10日多云，偶有短时阵雨，天气炎热。前期持续多降雨，需重点防范地质灾害等次生灾害的影响。深圳市气象台2019年09月05日16时发布"
"2019-09-06 16:00:00",126726,"【深圳市天气提示】#周末期间晴天闷热#7-8日晴天间多云，局部有短时阵雨，7日气温26-33℃；9-12日多云，有阵雨，其中9-10日部分时间雨势较大。未来我市降雨减弱，天气趋于闷热，请注意防暑防晒。深圳市气象台2019年9月6日16时发布"
"2019-09-07 15:50:00",126767,"【深圳市天气提示】#周日持续晴热#8日晴天间多云，最高气温34-36℃；9-11日多云，有阵雨或雷阵雨；12-14日天气晴热，午后有局地热雷雨。高温黄色预警信号生效中，请注意防暑降温。深圳市气象台2019年09月07日15时50分发布"
"2019-09-08 16:05:00",126806,"【深圳市天气提示】#下周天气炎热伴有雷阵雨#周一多云，有短时雷阵雨，气温28-34℃；周二到周三日多云，有（雷）阵雨；周四到周六天气晴热，午后有热雷雨。高温黄色预警信号生效中，请注意防暑降温及午后热雷雨。深圳市气象台2019年09月08日16时05分发布"
"2019-09-09 16:05:00",126846,"【深圳市天气提示】#本周闷热天气为主#10日多云间晴天，午后有短时（雷）阵雨，雨时易伴有7-8级短时大风，气温27-33℃；11-14日晴天到多云为主，闷热天气加剧，最高气温在37℃或以上。请注意防暑降温及防范午后热雷雨。深圳市气象台2019年9月9日16时5分发布"
"2019-09-10 15:55:00",126886,"【深圳市天气提示】#中秋假期天气炎热#11日多云间晴天，局部有雷阵雨，雷雨时伴有6-7级短时大风，气温27-33℃；12-15日晴天到多云，炎热加剧，最高气温在36-37℃，午后易出现局地强雷雨。请注意做好防暑降温工作及防范午后雷雨。深圳市气象台2019年9月10日15时55分发布"
"2019-09-11 15:50:00",126926,"【深圳市天气提示】#高温天气将持续2-3天#12-13日晴到多云，局部有短时雷阵雨，12日气温28-34℃；14-17日多云，有雷阵雨，高温天气逐渐缓解。中秋期间没有台风暴雨等明显的灾害性天气，近期需做好防暑降温及防范局地强对流天气。深圳市气象台2019年09月11日15时50分发布"
"2019-07-16 17:15:00",123366,"【深圳市天气提示】#17-18日高温天气持续#今年第5号台风“丹娜丝”（热带风暴级）已生成，较大可能趋向台湾或福建沿海，预计对我市无直接风雨影响的概率较大。17-18日我市高温天气持续，18日午后转雷雨，可能伴有8级左右短时大风；19-20日有阵雨或雷雨，局部大雨。我台将密切跟踪，及时研判，请关注我台最新信息。深圳市气象台2019年07月16日17时15分发布"
"2019-07-20 16:20:00",123746,"【深圳市天气提示】#明日仍有雷雨#21日多云，有（雷）阵雨，局部大雨，气温27-32℃；22-24日有阵雨或雷阵雨，部分时间雨势较大；25-27日天气炎热。请注意防范短时强降水和雷暴的影响。深圳市气象台2019年07月20日16时20分发布"
"2019-07-22 16:00:00",123866,"【深圳市天气提示】#明天仍有雷阵雨，后天转炎热#23日有（雷）阵雨，局部中到大雨，气温27-32℃；24-26日转炎热天气，午后局地有短时阵雨，最高气温33-35℃；27-28日降雨增多，部分时间雨势较大。请注意防范局地短时强降水和雷暴的影响。深圳市气象台2019年7月22日16时发布"
"2019-07-27 16:10:00",124026,"【深圳市天气提示】#高温缓解转多降水天气#28日多云转雷阵雨，局部大雨，伴有6-8及短时大风等强对流天气，气温27-31℃；29-30日有雷阵雨；31-2日有明显降水过程。请注意防范局地短时大风、短时强降水和雷暴的影响。深圳市气象台2019年07月27日16时10分发布"
"2019-07-30 16:00:00",124206,"【深圳市天气提示】#热带低压将生成 31-2日有明显风雨影响#南海热带低压将于今天傍晚生成，未来继续加强并趋向海南岛至粤西沿海。受其影响，30日夜间起风力明显加大，31日早晨至夜间平均风可达6-7级，最大阵风8-10级，31日-8月1日有暴雨局部大暴雨。本次过程风雨明显，降雨时间长，累积雨量大，建议加强滨海旅游和海上活动、作业、交通安全管理，防范持续强降雨引发的城市积涝和地质灾害等次生灾害。深圳市气象台2019年7月30日16时发布"
"2019-08-02 16:00:00",124666,"【深圳市天气提示】# “韦帕”影响结束，周末期间有阵雨#3日有（雷）阵雨，局部雨势较大，气温26-31℃；4-5日有（雷）阵雨，天气趋于炎热；6-8日多云炎热，有短时阵雨。地质灾害等次生灾害发生具有滞后性，请继续做好相关防御。深圳市气象台2019年08月02日16时00分发布"
"2019-08-03 16:00:00",124706,"【深圳市天气提示】#未来2天仍有明显降雨#4日有中到大雨，局部暴雨，气温25-29℃；5日雷阵雨转多云；6-9日转炎热天气，最高气温可达33℃以上。近期我市降雨频密，地质灾害等次生灾害发生具有滞后性，请继续做好防御。深圳市气象台2019年8月3日16时发布"
"2019-08-07 16:00:00",124846,"【深圳市天气提示】#未来两天高温加剧#8-9日晴天间多云，有轻微至轻度霾，气温28-35℃，北部和人口密集地区最高气温37℃以上，午后局地有热雷雨，雨时伴有短时大风；10-12日雷阵雨逐渐增多。7日14时在南海中部偏东海面有新的热带低压生成，距深圳约780公里，未来向东北方向移动，对我市无直接风雨影响。深圳市气象台2019年8月7日16时发布"
"2019-03-16 16:00:00",115906,"【深圳市天气提示】#周末到下周初天气舒适#17-20日多云，可见阳光，气温回升，天气温暖舒适，17日气温18-25℃；21-22日天气趋于不稳定，有中雷雨。深圳市气象台2019年03月16日16时00分发布"
"2019-03-18 16:10:00",116026,"【深圳市天气提示】#未来两天温暖舒适#19-20日多云可见阳光，早晚有轻雾，天气温暖舒适，19日气温20-26℃；21日多云有短时阵雨；22-23日有阵雨或雷雨，并可能伴有7-8级短时大风，同时气温下降，天气转凉。深圳市气象台2019年03月18日16时10分发布"
"2019-05-24 16:10:00",119646,"【深圳市天气提示】#未来3天局地有短时强降水#25-27日多云，有短时（雷）阵雨，部分时间雨势较大，25日气温25-29℃；28日前后有一场强雷雨过程。近期强降雨风险较高，降雨局地性明显，请注意防范局地强降雨、雷暴及地质灾害等次生灾害。深圳市气象台2019年5月24日16时20分发布"
"2019-03-22 15:55:00",116166,"【深圳市天气提示】#周末有雨明显转凉#预计受冷空气影响，23日我市有小雨局部中雨，白天气温在17-20℃之间徘徊，天气明显转凉；24日有阵雨，天气清凉；25日起转多云，可见阳光，气温逐日回升。深圳市气象台2019年03月22日15时55分发布"
"2019-03-23 16:00:00",116226,"【深圳市天气提示】#未来两天清凉有雨#24-25日阴天为主，间中有阵雨，天气清凉，24日16-20℃；26-28日转可见阳光，早晚有轻雾天气，气温逐日回升，最高气温可回至25℃以上。请注意及时添加衣物，并关注雨雾天气对出行的影响。深圳市气象台2019年3月23日16时发布"
"2019-04-05 15:35:00",116826,"【深圳市天气提示】#假期后两日温暖少雨能见度较差#清明假期后两日（6-7日）我市多云为主，可见阳光，早晚有轻雾，6日气温21-28℃；8-10日多云为主，气温继续上升，偶有分散阵雨。目前全市火险预警生效中，祭扫、踏青等需注意用火安全，严防火灾；早晚能见度较差，注意交通安全。深圳市气象台2019年04月05日15时40分发布"
"2019-04-16 15:45:00",117466,"【深圳市天气提示】#18-20日我市将迎来新一轮暴雨过程#17日多云间阴天，局部有短时阵雨；短暂间歇后，18-20日我市又将迎来一次暴雨，局部大暴雨降雨过程，伴有短时强降水和雷电；21日降雨明显减弱。连续降雨过程导致发生地质灾害风险较高，请提前做好重点区域隐患排查。深圳市气象台2019年04月16日16时发布"
"2019-05-13 15:40:00",119186,"【深圳市天气提示】#未来几日渐趋炎热#14日多云，早晚有轻雾，气温25-30℃；15日有局地短时阵雨，16日起雷阵雨增多，持续炎热。请做好防暑防晒与用水用电保障管理工作。深圳市气象台2019年05月13日15时40分发布"
"2019-05-27 16:00:00",119826,"【深圳市天气提示】#28-29日我市仍有持续性强降雨#28-29日有大雨到暴雨，局部大暴雨，伴有短时强降雨和6-8级雷雨大风；30-31日有阵雨或雷阵雨。需重点防御持续强降水引发的地质灾害、城市积涝等次生灾害；并防范强对流天气对龙舟竞渡、海上作业、水上交通等造成的影响。深圳市气象台2019年05月27日16时发布"
"2019-06-12 16:05:00",120966,"【深圳市天气提示】#13日有暴雨局部大暴雨#伴雷暴和8级左右短时大风，强降雨主要时段13日凌晨至下午，对上班上学有影响；14日降雨明显减弱，强降雨过程趋于结束；15-16日多云，有阵雨或雷阵雨，17-19日多云炎热。请进一步做好地质灾害、城市内涝、雷电、大风等灾害的防御工作。深圳市气象台2019年06月12日16时05分发布"
"2019-06-13 16:05:00",121086,"【深圳市天气提示】#13日傍晚时段有短时强雷雨，夜间起降雨明显减弱#13日17-20时我市仍有短时强降水，雨量20-40毫米，伴7-8级雷雨大风；13日夜间降雨明显减弱，14日白天渐转多云，强降雨过程结束；15-17日多云，有阵雨或雷阵雨，部分时间雨势较大。10日以来我市出现连续强降雨，地质灾害气象风险较高，请继续做好相关防御。深圳市气象台2019年06月13日16时05分发布"
"2019-08-08 16:00:00",124866,"【深圳市天气提示】#9日高温持续，10日起高温缓解#9日晴天间多云，最高气温34-36℃，北部和人口密集地区最高气温37℃以上，有轻微到轻度灰霾，局地有雷阵雨，雨时伴有短时大风；10-14日云量增多，有雷阵雨，部分时间雨势较大。需继续做好防暑降温工作，防范局地短时大风、短时强降水等强对流天气的影响。深圳市气象台2019年08月08日16时00分发布"
"2019-08-10 16:05:00",124946,"【深圳市天气提示】#明日炎热继续缓解，下周降雨增多#11日多云，有（雷）阵雨，气温28-32℃；12-13日有阵雨或雷阵雨，局部大雨，雷雨时伴有6-8级短时大风；14日短暂好转，有短时阵雨；15-17日有阵雨或雷阵雨，部分时间雨势较大。需注意防范短时强降水、短时大风和雷暴。深圳市气象台2019年08月10日16时05分发布"
"2019-08-12 16:35:00",125046,"【深圳市天气提示】#本周多雷阵雨天气#12日夜间至13日有雷阵雨，局部暴雨，气温28-32℃；14-15日闷热天气为主，午后局地有短时（雷）阵雨；16-18日降雨逐渐加大，局部有暴雨。需注意防范短时强降水、短时大风和雷暴造成的不利影响。深圳市气象台2019年8月12日16时35分发布"
"2019-07-04 15:45:00",122546,"【深圳市天气提示】#未来三天渐趋炎热#预计5日多云间晴天，有短时雷阵雨，气温27-32℃;6-8日有短时阵雨，天气炎热；展望9日起雷阵雨增多。请做好防暑降温工作及防范局地短时雷阵雨带来的不利影响。深圳市气象台2019年07月04日15时45分发布"
"2019-07-10 16:05:00",122966,"【深圳市天气提示】#11日降雨减弱，12日起转炎热#10日夜间至11日早晨有中到大雨，白天转阵雨，11日气温26-30℃；12-15日天气炎热，偶有短时（雷）阵雨。今日累积雨量大，地质灾害风险具有滞后性，请继续做好防御。深圳市气象台2019年7月10日16时发布"
"2019-07-19 16:00:00",123646,"【深圳市天气提示】#未来3-4日多局地雷雨#20日多云，午后有雷阵雨，局部大雨，雷雨时伴有7-8级短时大风，气温27-32℃；21-24阳光阵雨，午后部分时间雨势较大；展望25日起天气再趋炎热。请防范短时强降水、雷雨大风造成的不利影响。深圳市气象台2019年7月19日16时发布"
"2019-08-06 16:00:00",124806,"【深圳市天气提示】#7-9日天气闷热#7日晴天间多云，有短时阵雨或雷阵雨，气温27-34℃，中北部和人口密集区35℃或以上；8-9日天气炎热，部分地区最高气温可达37℃或以上，局地有热雷雨；10-12日有雷阵雨。请注意防暑降温及防范雷暴和局地短时强降雨。深圳市气象台2019年08月06日16时发布"
"2019-08-13 16:05:00",125086,"【深圳市天气提示】#本周多雷阵雨#14日多云，有短时（雷）阵雨，天气闷热，气温28-33℃；15-18日多云间阴天，有阵雨或雷阵雨，部分时间雨势较大。需注意防范局地短时强降水和雷暴的影响。深圳市气象台2019年08月13日16时05分发布"
"2019-08-15 16:00:00",125166,"【深圳市天气提示】#16日有雷阵雨，17-18日局部有暴雨#16日有雷阵雨局部大雨，雷雨时短时阵风可达7级左右，最高气温32-33℃；17-18日局部有暴雨，19-21日多云为主，间中有阵雨或雷雨。注意防范局地短时强降水、短时大风和雷暴的影响。深圳市气象台2019年08月15日16时00分发布"
"2019-08-16 15:50:00",125206,"【深圳市天气提示】#17-19日多雷雨局部可达暴雨#受偏南气流影响，17-19日有雷阵雨，局部暴雨，伴有雷暴和7-8级短时大风，17日气温26-31℃，炎热天气缓解。20-22日多云，有阵雨。注意防御局地短时强降水、短时大风和雷暴及其造成的次生灾害。深圳市气象台2019年08月16日15时50分发布"
"2019-08-19 15:50:00",125366,"【深圳市天气提示】#20-21日阳光阵雨相伴，22-24日天气闷热#20-21日多云，有（雷）阵雨，20日气温26-32℃；22-24日多云间晴天，局部有短时（雷）阵雨，天气闷热。25-26日多云，有（雷）阵雨。请注意防范雷暴的影响，做好防暑降温及食品安全管理等工作。深圳市气象台2019年08月19日15时50分发布"
"2019-03-04 15:55:00",115227,"【深圳市天气提示】#本周降雨转趋频繁注意防范强对流天气#4日夜间到5日阴天转多云，有雷阵雨，局部大雨，降雨主要集中在4日夜间至5日早晨，气温18-24℃；6-10日冷暖空气交替影响，降雨频繁，间中伴有雷暴和短时大风等强对流天气。强对流季节已经到来，请注意防范雷雨大风造成的不利影响。深圳市气象台2019年03月04日16时发布"
"2019-03-05 15:55:00",115266,"【深圳市天气提示】#本周降雨频繁间中有8级左右短时大风#6日有中到大雨，气温17-23℃；7-9日仍有明显降水，雨量可达大雨到暴雨；10日阵雨转多云。我市已进入强对流天气多发期，请注意防范雷雨大风、短时强降水等强对流天气对城市安全运行的影响。深圳市气象台2019年03月05日15时55分发布"
"2019-03-06 15:45:00",115366,"【深圳市天气提示】#7-10日有间歇性短时强降水#7日有中到大雨，局部暴雨，伴雷暴，气温15-19℃；8-10日仍有明显降水，雨量可达大雨到暴雨，伴有8级短时大风、雷暴和短时强降水；10日午后降雨减弱，11-13日转多云天气。我市已进入强对流天气多发期，请注意防范雷雨大风、短时强降水等强对流天气对城市安全运行的影响。深圳市气象台2019年03月06日15时45分发布"
"2019-03-07 16:15:00",115406,"【深圳市天气提示】#8-10日降雨频密11日可见阳光#8日有中到大雨，局部暴雨，气温14-17℃；9-10日仍有明显降水，雨量可达大雨局部暴雨，部分时间伴有短时大风、雷暴和短时强降水；10日午后降雨减弱，11-13日转多云可见阳光，天气干燥。持续多日降雨，请注意防范由此引发的地质灾害和城市积涝。深圳市气象台2019年03月07日16时15分发布"
"2019-03-08 15:50:00",115466,"【深圳市天气提示】#9日傍晚至夜间有雷雨#8日夜间有中到大雨，9日早晨至下午有阵雨，气温15-22℃；9日傍晚至夜间有一次雷雨过程，伴有8级左右短时大风，最大小时雨量30毫米左右，10日上午降雨减弱；11-13日多云间晴天，可见阳光，天气转干燥。请注意防御雷雨大风、短时强降水对城市安全运行的影响。深圳市气象台2019年03月08日15时50分发布"
"2019-03-09 16:00:00",115546,"【深圳市天气提示】#周日仍有雨，下周一天气好转#9日夜间至10日上午仍有间歇性阵雨，雨势平缓，10日下午阵雨转多云，15-19℃，天气清凉；11日起可见阳光；14日前后受弱冷空气影响，有明显降雨。关注雨雾天气影响，天气清凉，及时添加衣物。深圳市气象台2019年3月9日16时发布"
"2019-03-11 16:00:00",115666,"【深圳市天气提示】#12日天气晴好，14日前后有中雨#预计12日我市大致晴好，气温16-25℃；13日云量增多、湿度增大，午后到傍晚有短时阵雨；13日夜间至15日有一次中到大雨降雨过程，伴有短时雷暴；本周后期至下周初维持冷暖空气交替影响趋势，云量较多、间中有雨。春季天气变化节奏快、阴雨雾天气多，重点关注冷暖变化、低能见度、道路交通和疾病预防。深圳市气象台2019年03月11日16时00分发布"
